fecha,pm1_ugm3,pm25_ugm3,pm10_ugm3,temperatura_c,humedad_pct,temperatura_interna_c,humedad_interna_pct,relay,senal
2026-08-01 00:00:03,0,0,0,22.7,29.6,27.7,22,0,21
2026-08-01 00:05:03,0,0,0,22.7,29.5,27.8,21.9,0,21
2026-08-01 00:10:03,0,0,0,22.7,29.4,27.8,21.8,0,21
2026-08-01 00:15:03,0,0,0,22.7,29.4,27.7,21.7,0,21
2026-08-01 00:20:04,0,0,0,22.6,29.7,27.7,21.9,1,21
2026-08-01 00:25:04,0,0,0,22.6,29.6,27.5,22,0,21
2026-08-01 00:30:03,0,0,0,22.6,29.5,27.5,21.8,0,21
2026-08-01 00:35:03,0,0,0,22.5,29.1,27.5,21.2,0,21
2026-08-01 00:40:03,0,0,0,22.5,29.2,27.4,21.6,0,21
2026-08-01 00:45:04,0,0,0,22.4,29.2,27.4,21.7,0,21
2026-08-01 00:50:03,0,0,0,22.4,29.1,27.5,21.3,0,21
2026-08-01 00:55:03,0,0,0,22.5,28.8,27.5,20.8,0,21
2026-08-01 01:00:04,0,0,0,22.4,28.5,27.5,20.6,0,21
2026-08-01 01:05:03,0,0,0,22.5,28.7,27.5,20.7,0,21
2026-08-01 01:10:04,0,0,0,22.5,28.8,27.5,20.8,0,21
2026-08-01 01:15:03,0,0,0,22.4,28.9,27.4,21.2,0,21
2026-08-01 01:20:04,0,0,0,22.4,29.2,27.4,21.5,0,21
2026-08-01 01:25:03,0,0,0,22.4,29.1,27.5,21.2,0,21
2026-08-01 01:30:03,0,0,0,22.4,29.1,27.5,21.2,0,21
2026-08-01 01:35:04,0,0,0,22.4,29.2,27.3,21.6,0,21
2026-08-01 01:40:04,0,0,0,22.3,29.3,27.3,21.7,0,21
2026-08-01 01:45:03,0,0,0,22.3,29.3,27.3,21.6,0,21
2026-08-01 01:50:03,0,0,0,22.3,29.2,27.4,21.4,0,21
2026-08-01 01:55:03,0,0,0,22.3,29.2,27.3,21.3,0,21
2026-08-01 02:00:03,0,0,0,22.3,28.8,27.4,21.2,0,21
2026-08-01 02:05:03,0,0,0,22.4,28.8,27.5,21.1,0,21
2026-08-01 02:10:03,0,0,0,22.3,28.9,27.3,21.3,0,20
2026-08-01 02:15:03,0,0,0,22.4,29.1,27.4,21.3,0,20
2026-08-01 02:20:04,0,0,0,22.3,29.3,27.3,21.5,0,20
2026-08-01 02:25:03,0,0,0,22.3,29.2,27.3,21.5,0,20
2026-08-01 02:30:04,0,0,0,22.2,28.7,27.2,20.9,0,20
2026-08-01 02:35:03,0,0,0,22.2,28.6,27.2,20.7,0,20
2026-08-01 02:40:04,0,0,0,22.2,28.4,27.3,20.6,0,20
2026-08-01 02:45:04,0,0,0,22.3,28.5,27.2,20.6,0,20
2026-08-01 02:50:04,0,0,0,22.2,28.4,27.2,20.6,0,20
2026-08-01 02:55:03,0,0,0,22.2,27.8,27.3,19.8,0,20
2026-08-01 03:00:04,0,0,0,22.2,28.1,27.2,20.3,0,20
2026-08-01 03:05:03,0,0,0,22.3,28,27.2,20.3,0,20
2026-08-01 03:10:04,0,0,0,22.2,28.3,27.3,20.4,0,20
2026-08-01 03:15:04,0,0,0,22.3,27.7,27.4,19.8,0,20
2026-08-01 03:20:04,0,0,0,22.3,27.3,27.4,19.4,0,20
2026-08-01 03:25:04,0,0,0,22.3,26.3,27.4,18.4,0,20
2026-08-01 03:30:03,0,0,0,22.2,25.8,27.2,17.6,0,20
2026-08-01 03:35:04,0,0,0,22.2,25.2,27.3,17.2,0,20
2026-08-01 03:40:04,0,0,0,22.1,24.9,27.2,16.8,0,18
2026-08-01 03:45:04,0,0,0,22.1,24.6,27.1,17.1,0,25
2026-08-01 03:50:03,0,0,0,22,24.2,27.2,16.2,0,17
2026-08-01 03:55:04,0,0,0,22.1,24.1,27.3,16.6,0,24
2026-08-01 04:00:03,0,0,0,22.3,24,27.5,16.1,0,24
2026-08-01 04:05:04,0,0,0,22.4,25,27.6,17.7,0,17
2026-08-01 04:10:04,0,0,0,22.5,25.4,27.7,17.8,0,25
2026-08-01 04:15:04,0,0,0,22.6,25.4,27.6,18,0,20
2026-08-01 04:20:04,0,0,0,22.6,26,27.8,18.3,0,25
2026-08-01 04:25:04,0,0,0,22.7,26,27.8,18.5,0,17
2026-08-01 04:30:04,0,0,0,22.6,26,27.6,18.6,0,23
2026-08-01 04:35:04,0,0,0,22.6,26.3,27.6,19.2,0,17
2026-08-01 04:40:04,0,0,0,22.6,26.3,27.6,18.9,0,25
2026-08-01 04:45:04,0,0,0,22.5,26.5,27.5,19.2,0,18
2026-08-01 04:50:04,0,0,0,22.5,26.6,27.4,19.4,0,24
2026-08-01 04:55:04,0,0,0,22.5,26.5,27.5,19.3,0,18
