fecha,pm1_ugm3,pm25_ugm3,pm10_ugm3,temperatura_c,humedad_pct,temperatura_interna_c,humedad_interna_pct,relay,senal
2026-08-01 00:00:36,0,0,0,22.4,28.3,25.6,25,0,14
2026-08-01 00:05:35,0,0,0,22.4,28.1,25.6,24.9,0,14
2026-08-01 00:10:35,0,0,0,22.4,28.3,25.6,24.8,0,14
2026-08-01 00:15:36,0,0,0,22.3,28.2,25.6,24.8,0,14
2026-08-01 00:20:35,0,0,0,22.3,28.4,25.6,24.9,0,14
2026-08-01 00:25:36,0,0,0,22.3,28.2,25.5,24.8,0,14
2026-08-01 00:30:36,0,0,0,22.3,27.9,25.5,24.6,0,14
2026-08-01 00:35:36,0,0,0,22.3,27.7,25.5,24.7,0,14
2026-08-01 00:40:36,0,0,0,22.3,28,25.5,24.7,0,14
2026-08-01 00:45:36,0,0,0,22.3,27.8,25.5,24.6,0,14
2026-08-01 00:50:36,0,0,0,22.2,27.6,25.5,24.5,0,14
2026-08-01 00:55:36,0,0,0,22.3,27.3,25.5,24.3,0,17
2026-08-01 01:00:35,0,0,0,22.2,26.9,25.5,24.1,0,14
2026-08-01 01:05:36,0,0,0,22.2,27,25.4,24.2,0,14
2026-08-01 01:10:36,0,0,0,22.2,27.2,25.4,24.2,0,14
2026-08-01 01:15:36,0,0,0,22.2,27.2,25.4,24.2,0,14
2026-08-01 01:20:36,0,0,0,22.2,27.8,25.4,24.4,0,14
2026-08-01 01:25:36,0,0,0,22.2,27.6,25.4,24.4,0,14
2026-08-01 01:30:36,0,0,0,22.2,27.6,25.4,24.3,0,14
2026-08-01 01:35:36,0,0,0,22.2,28,25.4,24.4,0,14
2026-08-01 01:40:36,0,0,0,22.1,27.8,25.4,24.5,0,14
2026-08-01 01:45:36,0,0,0,22.1,27.8,25.3,24.4,0,14
2026-08-01 01:50:36,0,0,0,22.1,27.7,25.3,24.4,0,14
2026-08-01 01:55:36,0,0,0,22.1,27.6,25.3,24.3,0,14
2026-08-01 02:00:36,0,0,0,22.1,27.5,25.3,24.3,0,14
2026-08-01 02:05:36,0,0,0,22.1,27.5,25.3,24.3,0,14
2026-08-01 02:10:36,0,0,0,22.1,27.6,25.3,24.3,0,14
2026-08-01 02:15:36,0,0,0,22.1,27.8,25.3,24.3,0,14
2026-08-01 02:20:36,0,0,0,22.1,27.8,25.3,24.4,0,14
2026-08-01 02:25:36,0,0,0,22.1,27.8,25.3,24.4,0,14
2026-08-01 02:30:36,0,0,0,22,27,25.2,24.1,0,14
2026-08-01 02:35:36,0,0,0,22,26.9,25.2,24,0,14
2026-08-01 02:40:36,0,0,0,22,27,25.2,23.9,0,14
2026-08-01 02:45:36,0,0,0,22,27,25.2,23.9,0,14
2026-08-01 02:50:36,0,0,0,22,26.9,25.2,23.9,0,14
2026-08-01 02:55:36,0,0,0,22,26.1,25.2,23.5,0,14
2026-08-01 03:00:36,0,0,0,22,26.4,25.2,23.6,1,14
2026-08-01 03:05:36,0,0,0,22,26.5,25.2,23.5,0,14
2026-08-01 03:10:36,0,0,0,22,26.5,25.2,23.6,0,14
2026-08-01 03:15:36,0,0,0,22,26.3,25.2,23.3,0,14
2026-08-01 03:20:36,0,0,0,22,26,25.2,23.2,0,14
2026-08-01 03:25:36,0,0,0,22,24.9,25.2,22.6,0,14
2026-08-01 03:30:36,0,0,0,22,24.2,25.2,22.2,1,14
2026-08-01 03:35:36,0,0,0,22,23.6,25.2,22.1,0,14
2026-08-01 03:40:36,0,0,0,22,23,25.2,21.4,0,14
2026-08-01 03:45:36,0,0,0,22,22.4,25.2,20.8,0,13
2026-08-01 03:50:36,0,0,0,22,22.2,25.1,20.7,1,13
2026-08-01 03:55:36,0,0,0,22,22.4,25.2,20.6,0,13
2026-08-01 04:00:36,0,0,0,22.1,22.5,25.3,20.7,0,13
2026-08-01 04:05:36,0,0,0,22.1,23.8,25.4,21.1,0,13
2026-08-01 04:10:36,0,0,0,22.2,24.1,25.5,21.2,0,13
2026-08-01 04:15:36,0,0,0,22.3,24.1,25.6,21.2,0,13
2026-08-01 04:20:36,0,0,0,22.3,24.6,25.6,21.5,0,13
2026-08-01 04:25:37,0,0,0,22.4,24.9,25.6,21.6,0,13
2026-08-01 04:30:36,0,0,0,22.4,24.7,25.6,21.6,0,13
2026-08-01 04:35:36,0,0,0,22.4,25.2,25.6,21.8,0,13
2026-08-01 04:40:36,0,0,0,22.4,25.1,25.6,21.8,0,13
2026-08-01 04:45:36,0,0,0,22.4,25.3,25.5,21.9,0,13
2026-08-01 04:50:36,0,0,0,22.4,25.3,25.6,22,0,13
2026-08-01 04:55:36,0,0,0,22.3,25.3,25.5,22,0,13
2026-08-01 05:00:36,0,0,0,22.3,25.4,25.5,22.2,0,13
2026-08-01 05:05:36,0,0,0,22.3,25.4,25.5,22.1,0,13
2026-08-01 05:10:36,0,0,0,22.3,25.4,25.5,22,0,13
2026-08-01 05:15:36,0,0,0,22.2,25.5,25.4,22.2,0,13
2026-08-01 05:20:36,0,0,0,22.2,25.2,25.3,21.9,0,13
2026-08-01 05:25:36,0,0,0,22.1,25.4,25.3,22.1,0,13
2026-08-01 05:30:36,0,0,0,22.1,25.2,25.3,22,0,13
2026-08-01 05:35:36,0,0,0,22,25.4,25.2,22.1,0,16
2026-08-01 05:40:36,0,0,0,22,25.3,25.2,22.1,0,16
2026-08-01 05:45:36,0,0,0,22,25.4,25.1,22.1,0,13
2026-08-01 05:50:36,0,0,0,22,25.7,25.1,22.2,0,13
2026-08-01 05:55:36,0,0,0,21.9,25.7,25.1,22.3,0,13
2026-08-01 06:00:36,0,0,0,21.9,25.6,25.1,22.2,0,13
2026-08-01 06:05:36,0,0,0,21.9,25.6,25.1,22.2,0,13
2026-08-01 06:10:36,0,0,0,21.9,25.5,25,22.2,0,13
2026-08-01 06:15:36,0,0,0,21.8,25.6,25,22.2,0,13
2026-08-01 06:20:36,0,0,0,21.8,25.5,25,22.2,0,13
2026-08-01 06:25:37,0,0,0,21.8,25.3,25,22.1,0,13
2026-08-01 06:30:36,0,0,0,21.8,25.7,24.9,22.3,0,13
2026-08-01 06:35:36,0,0,0,21.8,25.6,24.9,22.2,0,13
2026-08-01 06:40:36,0,0,0,21.8,25.7,24.9,22.3,0,13
2026-08-01 06:45:36,0,0,0,21.8,25.5,24.9,22.2,0,13
2026-08-01 06:50:36,0,0,0,21.8,25.6,24.9,22.3,0,13
2026-08-01 06:55:36,0,0,0,21.8,25.4,24.9,22.2,0,13
2026-08-01 07:00:36,0,0,0,21.8,25.7,24.9,22.2,0,13
2026-08-01 07:05:37,0,0,0,21.7,24.7,24.9,21.8,0,13
2026-08-01 07:10:37,0,0,0,21.7,24.7,24.9,21.9,0,13
2026-08-01 07:15:37,0,0,0,21.7,24.6,24.9,21.7,0,13
2026-08-01 07:20:37,0,0,0,21.7,24.1,24.9,21.4,0,13
2026-08-01 07:25:37,0,0,0,21.7,23.9,24.9,21.4,0,13
2026-08-01 07:30:37,0,0,0,21.7,23.9,24.9,21.1,0,13
2026-08-01 07:35:37,0,0,0,21.7,23.7,24.9,21,0,13
2026-08-01 07:40:37,0,0,0,21.7,24.2,24.9,21.1,0,13
2026-08-01 07:45:36,0,0,0,21.7,24,24.9,20.9,0,13
2026-08-01 07:50:37,0,0,0,21.7,24.3,24.9,21.2,0,13
2026-08-01 07:55:37,0,0,0,21.8,24.7,24.9,21.3,0,13
2026-08-01 08:00:36,0,0,0,21.8,24.4,25,21.2,0,16
2026-08-01 08:05:37,0,0,0,21.8,24.7,24.9,21.3,0,13
2026-08-01 08:10:37,0,0,0,21.8,24.6,25,21.4,0,13
2026-08-01 08:15:37,0,0,0,21.8,24.8,25,21.6,1,13
2026-08-01 08:20:37,0,0,0,21.8,25.4,25,21.8,0,13
2026-08-01 08:25:37,0,0,0,21.8,24.8,25,21.5,0,13
2026-08-01 08:30:37,0,0,0,21.9,24.8,25.1,21.5,0,13
2026-08-01 08:35:37,0,0,0,21.9,25,25.2,21.6,0,16
2026-08-01 08:40:37,0,0,0,22,24.3,25.2,21.4,0,16
2026-08-01 08:45:37,0,0,0,22,24.6,25.2,21.6,0,13
2026-08-01 08:50:37,0,0,0,22.1,25,25.4,21.7,0,16
2026-08-01 08:55:37,0,0,0,22.1,24.4,25.4,21.5,0,16
2026-08-01 09:00:37,0,0,0,22.2,24.7,25.5,21.5,0,13
2026-08-01 09:05:37,0,0,0,22.3,23.9,25.5,21.1,0,13
