fecha,pm1_ugm3,pm25_ugm3,pm10_ugm3,temperatura_c,humedad_pct,temperatura_interna_c,humedad_interna_pct,relay,senal
2026-07-30 10:30:47,0,0,0,18.2,42.1,20.9,37.1,0,16
2026-07-30 10:32:58,0,0,0,18.6,41.1,20.9,37.1,0,16
2026-07-30 10:33:03,0,0,0,18.6,41.1,20.9,37.2,0,16
2026-07-30 10:33:34,0,0,0,18.6,41.1,20.9,37.4,0,16
2026-07-30 10:47:55,0,0,0,19.9,37.8,21.5,36.6,0,13
2026-07-30 10:52:55,0,0,0,20.1,37.4,21.5,36.6,0,16
2026-07-30 10:57:55,0,0,0,20.3,37.1,21.6,36.5,0,16
2026-07-30 11:02:55,0,1,1,20.4,36.8,21.7,36.4,0,16
2026-07-30 11:07:56,0,0,0,20.5,36.6,21.8,36.3,0,16
2026-07-30 11:12:55,0,0,0,20.6,36.5,21.9,36.3,0,16
2026-07-30 11:17:55,0,0,0,20.7,36.4,22,36.2,0,16
2026-07-30 11:22:56,0,0,0,20.8,36.2,22,36.2,0,16
2026-07-30 11:27:55,0,0,0,20.9,36.1,22.1,36.1,0,16
2026-07-30 11:32:55,0,0,0,20.9,36.1,22.2,36.1,0,16
2026-07-30 11:37:55,0,0,0,21,36,22.3,36,0,16
2026-07-30 11:42:55,0,0,0,21,35.9,22.4,35.9,0,16
2026-07-30 11:47:56,0,1,1,21.1,35.8,22.4,35.9,0,16
2026-07-30 11:52:56,0,0,0,21.2,35.9,22.5,35.8,0,16
2026-07-30 11:57:55,0,1,1,21.3,35.8,22.5,35.8,0,16
2026-07-30 12:02:55,0,1,1,21.3,35.9,22.6,36.2,0,16
2026-07-30 12:24:04,0,0,0,20.7,37.4,,,,15
2026-07-30 12:29:02,0,1,1,20.8,37.5,,,,15
2026-07-30 12:34:02,1,1,2,20.8,37.5,,,,15
2026-07-30 12:39:02,0,0,0,20.9,37.5,,,,15
2026-07-30 12:44:03,1,1,1,20.9,37.6,,,,15
2026-07-30 12:53:10,2,5,5,20.9,37.3,,,,14
2026-07-30 12:53:43,2,5,5,20.9,37.3,,,,14
2026-07-30 12:58:10,2,4,4,22.7,35.8,,,,15
2026-07-30 13:00:31,1,5,5,22.9,34.9,26.3,31.2,0,15
2026-07-30 13:03:01,0,3,3,22.9,34.6,25.7,32,0,15
2026-07-30 13:05:31,1,3,4,24,34.7,28.1,29.7,0,15
2026-07-30 13:10:31,2,3,4,24.4,32.8,27.5,29.6,0,15
2026-07-30 13:15:31,1,2,2,24,32.9,26,31.7,0,15
2026-07-30 13:18:53,3,4,4,23.5,33.2,25.3,32.6,0,14
2026-07-30 13:23:53,0,2,2,23.1,33.9,24.7,33.7,0,17
2026-07-30 13:28:53,2,4,4,22.8,34.3,24.3,34.4,0,17
2026-07-30 13:33:52,2,4,4,22.6,34.7,,,0,17
2026-07-30 13:38:52,3,6,6,22.4,35.1,,,0,17
2026-07-30 13:43:53,3,5,5,22.3,35.2,,,0,17
2026-07-30 13:46:14,4,7,7,22.3,35.4,,,0,17
2026-07-30 14:00:58,3,6,6,20.3,38.9,23.7,37.2,0,3
2026-07-30 14:02:47,5,6,6,20.7,38.2,23.6,35.4,0,14
2026-07-30 14:03:15,2,5,5,20.7,38.1,23.6,35.4,0,14
2026-07-30 14:08:15,2,6,6,21.2,37.3,23.5,35.6,0,14
2026-07-30 14:13:15,4,6,7,21.5,36.8,23.4,35.6,0,14
2026-07-30 14:17:57,7,15,16,21.5,36.6,23.4,35.6,0,14
